ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2015,"2015",0,"Total",78409,16168.999999999998,"Census Tract 222.01, King County, WA","14000US53033022201"
2015,"2015",0,"Total",57750,9373,"Census Tract 103, King County, WA","14000US53033010300"
2015,"2015",0,"Total",74143,6457,"Census Tract 71, King County, WA","14000US53033007100"
2015,"2015",0,"Total",100309,5430,"Census Tract 327.02, King County, WA","14000US53033032702"
2015,"2015",0,"Total",96964,12291,"Census Tract 296.02, King County, WA","14000US53033029602"
2015,"2015",0,"Total",82009,12348,"Census Tract 222.02, King County, WA","14000US53033022202"
2015,"2015",0,"Total",93155,14905,"Census Tract 48, King County, WA","14000US53033004800"
2015,"2015",0,"Total",51058,2295,"Census Tract 311, King County, WA","14000US53033031100"
2015,"2015",0,"Total",60682,12409,"Census Tract 104.01, King County, WA","14000US53033010401"
2015,"2015",0,"Total",80400,9199,"Census Tract 20, King County, WA","14000US53033002000"
2015,"2015",0,"Total",121759,10999,"Census Tract 222.03, King County, WA","14000US53033022203"
2015,"2015",0,"Total",108265,11243,"Census Tract 319.09, King County, WA","14000US53033031909"
2015,"2015",0,"Total",74559,15210,"Census Tract 72, King County, WA","14000US53033007200"
2015,"2015",0,"Total",72635,6051,"Census Tract 296.01, King County, WA","14000US53033029601"
2015,"2015",0,"Total",79681,9164,"Census Tract 32, King County, WA","14000US53033003200"
2015,"2015",0,"Total",113958,32055,"Census Tract 223, King County, WA","14000US53033022300"
2015,"2015",0,"Total",79432,12890,"Census Tract 104.02, King County, WA","14000US53033010402"
2015,"2015",0,"Total",125109,17335,"Census Tract 9, King County, WA","14000US53033000900"
2015,"2015",0,"Total",117250,11092,"Census Tract 322.11, King County, WA","14000US53033032211"
2015,"2015",0,"Total",45329,10827,"Census Tract 295.04, King County, WA","14000US53033029504"
2015,"2015",0,"Total",111754,12915,"Census Tract 224, King County, WA","14000US53033022400"
2015,"2015",0,"Total",104500,9167,"Census Tract 310, King County, WA","14000US53033031000"
2015,"2015",0,"Total",71809,3845.0000000000005,"Census Tract 49, King County, WA","14000US53033004900"
2015,"2015",0,"Total",66794,7323.999999999999,"Census Tract 105, King County, WA","14000US53033010500"
2015,"2015",0,"Total",76582,24664,"Census Tract 73, King County, WA","14000US53033007300"
2015,"2015",0,"Total",100584,10781,"Census Tract 225, King County, WA","14000US53033022500"
2015,"2015",0,"Total",72428,14501,"Census Tract 14, King County, WA","14000US53033001400"
2015,"2015",0,"Total",138854,10280,"Census Tract 323.17, King County, WA","14000US53033032317"
2015,"2015",0,"Total",33092,7498.000000000001,"Census Tract 295.03, King County, WA","14000US53033029503"
2015,"2015",0,"Total",54315,6962.000000000001,"Census Tract 309.02, King County, WA","14000US53033030902"
2015,"2015",0,"Total",104382,5323,"Census Tract 226.03, King County, WA","14000US53033022603"
2015,"2015",0,"Total",90208,14893,"Census Tract 106, King County, WA","14000US53033010600"
2015,"2015",0,"Total",61827,8608,"Census Tract 319.08, King County, WA","14000US53033031908"
2015,"2015",0,"Total",44951,7894.999999999999,"Census Tract 1, King County, WA","14000US53033000100"
2015,"2015",0,"Total",76295,19063,"Census Tract 295.02, King County, WA","14000US53033029502"
2015,"2015",0,"Total",94222,8148,"Census Tract 226.04, King County, WA","14000US53033022604"
2015,"2015",0,"Total",67834,10408,"Census Tract 74.01, King County, WA","14000US53033007401"
2015,"2015",0,"Total",85595,12635,"Census Tract 33, King County, WA","14000US53033003300"
2015,"2015",0,"Total",55504,6379,"Census Tract 107.01, King County, WA","14000US53033010701"
2015,"2015",0,"Total",65625,7844.999999999999,"Census Tract 50, King County, WA","14000US53033005000"
2015,"2015",0,"Total",68636,12690,"Census Tract 226.05, King County, WA","14000US53033022605"
2015,"2015",0,"Total",86600,12264,"Census Tract 323.24, King County, WA","14000US53033032324"
2015,"2015",0,"Total",60893,14722.000000000002,"Census Tract 309.01, King County, WA","14000US53033030901"
2015,"2015",0,"Total",41651,5822,"Census Tract 294.08, King County, WA","14000US53033029408"
2015,"2015",0,"Total",99038,6662,"Census Tract 319.07, King County, WA","14000US53033031907"
2015,"2015",0,"Total",104072,15166.000000000002,"Census Tract 226.06, King County, WA","14000US53033022606"
2015,"2015",0,"Total",48036,13269,"Census Tract 107.02, King County, WA","14000US53033010702"
2015,"2015",0,"Total",41842,12239,"Census Tract 74.02, King County, WA","14000US53033007402"
2015,"2015",0,"Total",85759,6801,"Census Tract 21, King County, WA","14000US53033002100"
2015,"2015",0,"Total",46627,5197,"Census Tract 294.07, King County, WA","14000US53033029407"
2015,"2015",0,"Total",103292,11751,"Census Tract 227.01, King County, WA","14000US53033022701"
2015,"2015",0,"Total",116732,15106.000000000002,"Census Tract 322.10, King County, WA","14000US53033032210"
2015,"2015",0,"Total",52317,5165,"Census Tract 308.02, King County, WA","14000US53033030802"
2015,"2015",0,"Total",74107,10937,"Census Tract 108, King County, WA","14000US53033010800"
2015,"2015",0,"Total",60131,6300,"Census Tract 6, King County, WA","14000US53033000600"
2015,"2015",0,"Total",123221,12695,"Census Tract 227.02, King County, WA","14000US53033022702"
2015,"2015",0,"Total",99083,13277,"Census Tract 51, King County, WA","14000US53033005100"
2015,"2015",0,"Total",63419,7647,"Census Tract 75, King County, WA","14000US53033007500"
2015,"2015",0,"Total",89792,9989,"Census Tract 294.06, King County, WA","14000US53033029406"
2015,"2015",0,"Total",164599,13913,"Census Tract 323.16, King County, WA","14000US53033032316"
2015,"2015",0,"Total",101250,13508,"Census Tract 227.03, King County, WA","14000US53033022703"
2015,"2015",0,"Total",42159,15005,"Census Tract 109, King County, WA","14000US53033010900"
2015,"2015",0,"Total",97500,15548,"Census Tract 34, King County, WA","14000US53033003400"
2015,"2015",0,"Total",107299,9551,"Census Tract 319.06, King County, WA","14000US53033031906"
2015,"2015",0,"Total",34351,6490,"Census Tract 308.01, King County, WA","14000US53033030801"
2015,"2015",0,"Total",88160,10366,"Census Tract 228.01, King County, WA","14000US53033022801"
2015,"2015",0,"Total",136616,12356,"Census Tract 323.29, King County, WA","14000US53033032329"
2015,"2015",0,"Total",29286,14328.999999999998,"Census Tract 110.01, King County, WA","14000US53033011001"
2015,"2015",0,"Total",68199,9540,"Census Tract 76, King County, WA","14000US53033007600"
2015,"2015",0,"Total",70114,12999,"Census Tract 294.03, King County, WA","14000US53033029403"
2015,"2015",0,"Total",101184,14755,"Census Tract 228.02, King County, WA","14000US53033022802"
2015,"2015",0,"Total",77226,9391,"Census Tract 322.08, King County, WA","14000US53033032208"
2015,"2015",0,"Total",38487,12881,"Census Tract 52, King County, WA","14000US53033005200"
2015,"2015",0,"Total",41492,8465,"Census Tract 307, King County, WA","14000US53033030700"
2015,"2015",0,"Total",47604,7719,"Census Tract 110.02, King County, WA","14000US53033011002"
2015,"2015",0,"Total",96908,15520.000000000002,"Census Tract 228.03, King County, WA","14000US53033022803"
2015,"2015",0,"Total",77483,5528,"Census Tract 327.03, King County, WA","14000US53033032703"
2015,"2015",0,"Total",84088,16889,"Census Tract 319.04, King County, WA","14000US53033031904"
2015,"2015",0,"Total",94375,5337,"Census Tract 293.07, King County, WA","14000US53033029307"
2015,"2015",0,"Total",104632,12986,"Census Tract 77, King County, WA","14000US53033007700"
2015,"2015",0,"Total",123000,23247,"Census Tract 229.01, King County, WA","14000US53033022901"
2015,"2015",0,"Total",95927,16926,"Census Tract 15, King County, WA","14000US53033001500"
2015,"2015",0,"Total",52412,5871,"Census Tract 111.01, King County, WA","14000US53033011101"
2015,"2015",0,"Total",132981,22552,"Census Tract 22, King County, WA","14000US53033002200"
2015,"2015",0,"Total",71029,11974,"Census Tract 293.06, King County, WA","14000US53033029306"
2015,"2015",0,"Total",120731,18996,"Census Tract 229.02, King County, WA","14000US53033022902"
2015,"2015",0,"Total",81563,5284,"Census Tract 35, King County, WA","14000US53033003500"
2015,"2015",0,"Total",53188,8775,"Census Tract 306, King County, WA","14000US53033030600"
2015,"2015",0,"Total",12269,2829,"Census Tract 53.01, King County, WA","14000US53033005301"
2015,"2015",0,"Total",61901,12038,"Census Tract 111.02, King County, WA","14000US53033011102"
2015,"2015",0,"Total",104013,13055,"Census Tract 230, King County, WA","14000US53033023000"
2015,"2015",0,"Total",137358,28368.000000000004,"Census Tract 78, King County, WA","14000US53033007800"
2015,"2015",0,"Total",95309,7029.999999999999,"Census Tract 325, King County, WA","14000US53033032500"
2015,"2015",0,"Total",76755,8534,"Census Tract 293.05, King County, WA","14000US53033029305"
2015,"2015",0,"Total",69643,13439,"Census Tract 10, King County, WA","14000US53033001000"
2015,"2015",0,"Total",92283,7712,"Census Tract 231, King County, WA","14000US53033023100"
2015,"2015",0,"Total",50396,7732.999999999999,"Census Tract 305.04, King County, WA","14000US53033030504"
2015,"2015",0,"Total",35425,5752,"Census Tract 112, King County, WA","14000US53033011200"
2015,"2015",0,"Total",87014,9090,"Census Tract 319.03, King County, WA","14000US53033031903"
2015,"2015",0,"Total",92829,9696,"Census Tract 293.04, King County, WA","14000US53033029304"
2015,"2015",0,"Total",78119,12601,"Census Tract 232.01, King County, WA","14000US53033023201"
2015,"2015",0,"Total",142470,19402,"Census Tract 322.07, King County, WA","14000US53033032207"
2015,"2015",0,"Total",57786,13106,"Census Tract 79, King County, WA","14000US53033007900"
2015,"2015",0,"Total",131992,5867,"Census Tract 323.15, King County, WA","14000US53033032315"
2015,"2015",0,"Total",47363,9876,"Census Tract 113, King County, WA","14000US53033011300"
2015,"2015",0,"Total",46719,17303,"Census Tract 232.02, King County, WA","14000US53033023202"
2015,"2015",0,"Total",119773,23362,"Census Tract 323.23, King County, WA","14000US53033032323"
2015,"2015",0,"Total",65172,7113,"Census Tract 36, King County, WA","14000US53033003600"
2015,"2015",0,"Total",67727,11160,"Census Tract 293.03, King County, WA","14000US53033029303"
2015,"2015",0,"Total",42900,9142,"Census Tract 305.03, King County, WA","14000US53033030503"
2015,"2015",0,"Total",76500,13939.000000000002,"Census Tract 233, King County, WA","14000US53033023300"
2015,"2015",0,"Total",106875,6138,"Census Tract 318, King County, WA","14000US53033031800"
2015,"2015",0,"Total",54622,4009,"Census Tract 114.01, King County, WA","14000US53033011401"
2015,"2015",0,"Total",88068,6675,"Census Tract 80.01, King County, WA","14000US53033008001"
2015,"2015",0,"Total",29623,4600,"Census Tract 292.06, King County, WA","14000US53033029206"
2015,"2015",0,"Total",71269,7300,"Census Tract 234.01, King County, WA","14000US53033023401"
2015,"2015",0,"Total",62726,5942,"Census Tract 4.02, King County, WA","14000US53033000402"
2015,"2015",0,"Total",125636,18354,"Census Tract 322.03, King County, WA","14000US53033032203"
2015,"2015",0,"Total",22775,7053,"Census Tract 305.01, King County, WA","14000US53033030501"
2015,"2015",0,"Total",47701,4274,"Census Tract 114.02, King County, WA","14000US53033011402"
2015,"2015",0,"Total",93387,16804,"Census Tract 234.03, King County, WA","14000US53033023403"
2015,"2015",0,"Total",84728,13098,"Census Tract 54, King County, WA","14000US53033005400"
2015,"2015",0,"Total",103917,14557,"Census Tract 24, King County, WA","14000US53033002400"
2015,"2015",0,"Total",61304,11278,"Census Tract 292.05, King County, WA","14000US53033029205"
2015,"2015",0,"Total",37466,10562,"Census Tract 80.02, King County, WA","14000US53033008002"
2015,"2015",0,"Total",146875,12195,"Census Tract 234.04, King County, WA","14000US53033023404"
2015,"2015",0,"Total",112917,14002,"Census Tract 323.28, King County, WA","14000US53033032328"
2015,"2015",0,"Total",75123,9327,"Census Tract 115, King County, WA","14000US53033011500"
2015,"2015",0,"Total",96573,9774,"Census Tract 323.13, King County, WA","14000US53033032313"
2015,"2015",0,"Total",59591,7981,"Census Tract 292.04, King County, WA","14000US53033029204"
2015,"2015",0,"Total",110568,15285.999999999998,"Census Tract 235, King County, WA","14000US53033023500"
2015,"2015",0,"Total",74239,12708,"Census Tract 317.06, King County, WA","14000US53033031706"
2015,"2015",0,"Total",68616,5892,"Census Tract 304.04, King County, WA","14000US53033030404"
2015,"2015",0,"Total",96310,14970,"Census Tract 38, King County, WA","14000US53033003800"
2015,"2015",0,"Total",102500,8516,"Census Tract 116, King County, WA","14000US53033011600"
2015,"2015",0,"Total",78155,16965,"Census Tract 236.01, King County, WA","14000US53033023601"
2015,"2015",0,"Total",75531,12772,"Census Tract 81, King County, WA","14000US53033008100"
2015,"2015",0,"Total",157292,12591,"Census Tract 56, King County, WA","14000US53033005600"
2015,"2015",0,"Total",33704,3913,"Census Tract 292.03, King County, WA","14000US53033029203"
2015,"2015",0,"Total",96193,12747,"Census Tract 16, King County, WA","14000US53033001600"
2015,"2015",0,"Total",87236,6519,"Census Tract 236.03, King County, WA","14000US53033023603"
2015,"2015",0,"Total",73917,6215,"Census Tract 304.03, King County, WA","14000US53033030403"
2015,"2015",0,"Total",60917,11983,"Census Tract 117, King County, WA","14000US53033011700"
2015,"2015",0,"Total",83750,8937,"Census Tract 294.05, King County, WA","14000US53033029405"
2015,"2015",0,"Total",65174,13620.000000000002,"Census Tract 291.02, King County, WA","14000US53033029102"
2015,"2015",0,"Total",72383,9155,"Census Tract 236.04, King County, WA","14000US53033023604"
2015,"2015",0,"Total",107311,17817,"Census Tract 317.05, King County, WA","14000US53033031705"
2015,"2015",0,"Total",56318,13566.000000000002,"Census Tract 82, King County, WA","14000US53033008200"
2015,"2015",0,"Total",82456,18432,"Census Tract 321.04, King County, WA","14000US53033032104"
2015,"2015",0,"Total",38846,12012,"Census Tract 118, King County, WA","14000US53033011800"
2015,"2015",0,"Total",96268,8249,"Census Tract 237, King County, WA","14000US53033023700"
2015,"2015",0,"Total",147750,11744,"Census Tract 323.22, King County, WA","14000US53033032322"
2015,"2015",0,"Total",90951,14640,"Census Tract 57, King County, WA","14000US53033005700"
2015,"2015",0,"Total",74228,14011,"Census Tract 291.01, King County, WA","14000US53033029101"
2015,"2015",0,"Total",73497,13765.999999999998,"Census Tract 304.01, King County, WA","14000US53033030401"
2015,"2015",0,"Total",97674,24514,"Census Tract 238.01, King County, WA","14000US53033023801"
2015,"2015",0,"Total",101413,7032.000000000001,"Census Tract 25, King County, WA","14000US53033002500"
2015,"2015",0,"Total",71524,6113,"Census Tract 119, King County, WA","14000US53033011900"
2015,"2015",0,"Total",49291,2646,"Census Tract 83, King County, WA","14000US53033008300"
2015,"2015",0,"Total",31783,3858.9999999999995,"Census Tract 290.04, King County, WA","14000US53033029004"
2015,"2015",0,"Total",96975,11074,"Census Tract 238.03, King County, WA","14000US53033023803"
2015,"2015",0,"Total",110458,20746,"Census Tract 39, King County, WA","14000US53033003900"
2015,"2015",0,"Total",132072,8073,"Census Tract 326.02, King County, WA","14000US53033032602"
2015,"2015",0,"Total",44918,5721,"Census Tract 303.14, King County, WA","14000US53033030314"
2015,"2015",0,"Total",83421,13523,"Census Tract 120, King County, WA","14000US53033012000"
2015,"2015",0,"Total",89479,21934,"Census Tract 238.04, King County, WA","14000US53033023804"
2015,"2015",0,"Total",82277,14132,"Census Tract 317.04, King County, WA","14000US53033031704"
2015,"2015",0,"Total",64474,11499,"Census Tract 321.03, King County, WA","14000US53033032103"
